稼働年月日,容量,基盤,ジャンル,メーカー,タイトル,開発元,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1980-01-01,,-,,KONAMI,カミカゼ,,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,600,,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,アミダー,,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,"ウルトラドーム (Ultra Dome)",,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,ジ・エンド,,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,ジャングラー,,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,スーパーコブラ,,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,スクランブル,,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,"ストラテジーX (Strategy X)",,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,"タクティシャン (Tactician)",,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,"ビデオハスラー (Video Hustler)",,0,0,,,,,,,,
1981-01-01,,-,,KONAMI,フロッガー,,0,0,,,,,,,,
1982-01-01,,-,,KONAMI,ガッタンゴットン,,0,0,,,,,,,,
1982-01-01,,-,,KONAMI,タイムパイロット,,0,0,,,播真隆秀|有馬俊夫|大山秀樹,岡本吉起,井上正廣,,,
1982-01-01,,-,,KONAMI,ツタンカーム,,0,0,,,,,,,,
1982-01-01,,-,,KONAMI,プーヤン,,0,0,,藤原得郎,,藤原得郎,,,,
1983-01-01,,-,,KONAMI,"Qバート (Q*bert)",,0,0,,,ワーレン・デイビス,ワーレン・デイビス|ジェフリー・P・リー|テリー・ドゥーアーザフ,デヴィッド・ティール,,,
1983-01-01,,-,,KONAMI,ジャイラス,,0,0,,,有馬俊夫|大山秀樹,岡本吉起|岡本吉起,井上正廣,,,
1983-01-01,,-,,KONAMI,ジュノファースト,,0,0,,,,,,,,
1983-01-01,,-,,KONAMI,ハイパーオリンピック,,0,0,,,森下繁,,福武茂,,石原祥吉,
1983-01-01,,-,,KONAMI,メガゾーン,,0,0,,,,,,,,
1983-01-01,,-,,KONAMI,ロックンロープ,,0,0,,藤原得郎,,藤原得郎,,,森下繁,
1984-01-01,,-,,KONAMI,サーカスチャーリー,,0,0,,,,,,,,
1984-01-01,,-,,KONAMI,新入社員とおるくん,,0,0,,,,,,,,
1984-01-01,,-,,KONAMI,スーパーバスケットボール,,0,0,,,,,,,,
1984-01-01,,-,,KONAMI,タイムパイロット'84,,0,0,,,播真隆秀|有馬俊夫|大山秀樹,岡本吉起,井上正廣,,,
1984-01-01,,-,,KONAMI,ハイパーオリンピック'84,,0,0,,,町口浩康,,福武茂,,石原祥吉,
1984-01-01,,-,,KONAMI,バッドランズ,,0,0,,,,,,,,
1984-01-01,,-,,KONAMI,パンドラズパレス,,0,0,,,,,,,,
1984-01-01,,-,,KONAMI,ロードファイター,,0,0,,,,,佐々木嘉則,,,
1985-01-01,,-,,KONAMI,イー・アル・カンフー,,0,0,,,,,東野美紀,,,
1985-01-01,,-,,KONAMI,"ウィズクイズ (Wizz Quiz)",,0,0,,,,,,,,
1985-01-01,,-,,KONAMI,ギャラクティックウォーリアーズ,,0,0,,,,,,,,
1985-01-01,,-,SHT,KONAMI,グラディウス,,0,0,,,,,,,,
1985-01-01,,-,,KONAMI,グリーンベレー,,0,0,,,,,,,,
1985-01-01,,-,,KONAMI,コナミのピンポン,,0,0,,,"AC 井上正廣",,,,,
1985-01-01,,-,,KONAMI,"コナミRF2レッドファイター (RF-2)",,0,0,,,,,,,,
1985-01-01,,-,,KONAMI,ショーリンズロード,,0,0,,,,,,,,
1985-01-01,,-,,KONAMI,"スクーターシューター (Scooter Shooter)",,0,0,,,,,,,,
1985-01-01,,-,,KONAMI,ツインビー,,0,0,,,青山和浩,青山和浩,福武茂|佐々木嘉則,,廣下宏治,
1985-01-01,,-,,KONAMI,ファイナライザー,,0,0,,,,,,,,
1986-01-01,,-,,KONAMI,VS.グーニーズ,,0,0,,,,,,,,
1986-01-01,,-,,KONAMI,恋のホットロック,,0,0,,,,,,,,
1986-01-01,,-,SHT,KONAMI,沙羅曼蛇,,0,0,,,町口浩康|たけもとみつお|高取利明|みのわいくこ,町口浩康|櫻井潤|よしたかみき|ばんどういくこ,波多野よしあき(SE・プログラム)|東野美紀(作曲),,,
1986-01-01,,-,,KONAMI,特殊部隊ジャッカル,,0,0,,,辻本英之|岡崎博道,中村健吾,田坂真二,,廣下宏治,
1986-01-01,,-,,KONAMI,マンハッタン24分署,,0,0,,,,,,,,
1986-01-01,,-,,KONAMI,Mr.五右衛門,,0,0,,,,,,,,
1986-01-01,,-,,KONAMI,WECル・マン24,コアランドテクノロジー,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,A-JAX,,0,0,,岡本覚,,中村健吾,古川元亮,,廣下宏治,
1987-01-01,,-,A-SHT,KONAMI,魂斗羅,,0,0,,廣下宏治,"岡本覚|辻本英之|KOICHI COBRA",中村健吾,村岡一樹,,,
1987-01-01,,-,,KONAMI,コンバットスクール,,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,ザ・ハスラー,,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,シティーボンバー,,0,0,,,,,小倉努,,,
1987-01-01,,-,,KONAMI,大列車強盗,,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,"ダブルドリブル (Double Dribble)",,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,ハイパークラッシュ,,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,バトランティス,,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,"ファストレーン (Fast Lane)",,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,フラック・アタック,,0,0,,北上一三,上田英生,,Y.UNO|小倉努|鹿間英章,,,
1987-01-01,,-,,KONAMI,ブラックパンサー,コアランドテクノロジー,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,"ブレイブオブスティール(Blades of Steel)",,0,0,,,,,,,,
1987-01-01,,-,,KONAMI,魔獣の王国,,0,0,,,"町口浩康|高取利明|筒井久一郎|Mitsuo Takemoto","櫻井潤|Miki Yoshikata",鹿間英章|松原健一,,,
1987-01-01,,-,,KONAMI,ライフフォース,,0,0,,,"町口浩康|MITSUO TAKEMOTO|高取利明|IKUKO MINOWA","櫻井潤|MIKI YOSHIKATA|IKUKO BANDO",波多野よしあき(プログラム)|東野美紀(作曲),,,
1987-01-01,,-,,KONAMI,ラビリンスランナー,,0,0,,,,,,,,
1988-01-01,,-,,KONAMI,悪魔城ドラキュラ,,0,0,,赤松仁司,岡出光弘,戸隠のりやす,山下絹代|寺島里恵,,永田昭彦,
1988-01-01,,-,,KONAMI,餓流禍,,0,0,,,,,,,,
1988-01-01,,-,SHT,KONAMI,"グラディウスII -GOFERの野望-",,0,0,,町口浩康,高取利明|筒井久一郎|T.HORIMOTO|鈴木彰|藤井龍夫,M.YOSHIKATA|芦田裕行|M.IWAMOTO|A.NONAMI|角和邦昭,コナミ矩形波倶楽部|田坂真二|古川元亮|深見誠一|松原健一,,,
1988-01-01,,-,,KONAMI,クレイジー・コップ,,0,0,,,,,,,,
1988-01-01,,-,,KONAMI,サンダークロス,,0,0,,,,,兼田潤一郎|深見誠一,,,
1988-01-01,,-,A-SHT,KONAMI,"スーパー魂斗羅 エイリアンの逆襲 (Super Contra)",,0,0,,辻本英之,,中村健吾,村岡一樹|古川元亮,辻本英之,廣下宏治,
1988-01-01,,-,,KONAMI,チェッカーフラグ,,0,0,,,,,,,,
1988-01-01,,-,,KONAMI,にゃんにゃんパニック,,0,0,,,,,田坂真二|松原健一|兼田潤一郎,,,
1988-01-01,,-,,KONAMI,"ハードパンチャー 血まみれの栄光",,0,0,,,,,,,,
1988-01-01,,-,,KONAMI,"ハイパースポーツスペシャル (Hyper Sports Specia)",,0,0,,,,,,,,
1988-01-01,,-,,KONAMI,ホットチェイス,,0,0,,,,,,,,
1988-01-01,,-,,KONAMI,リングの王者,,0,0,,,,,齋藤一郎,内田弘三,,
1989-01-01,,-,,KONAMI,エスピオナージ,,0,0,,,,,,,,
1989-01-01,,-,,KONAMI,"M.I.A. - Missing in Action",,0,0,,,,,,,,
1989-01-01,,-,,KONAMI,急降下爆撃隊,,0,0,,,,,ハーバート・ウィント,"カール・リッター フェリックス・リュッケンドルフ",,
1989-01-01,,-,,KONAMI,キューブリック,,0,0,,,,,,,,
1989-01-01,,-,,KONAMI,クォース,,0,0,,,"WADA 891006|石田和彦",井内洋|鮫島宗治|高野泰,半澤一雄,,,
1989-01-01,,-,,KONAMI,クライムファイターズ,,0,0,,,,,泉陸奥彦|松原健一,,,
1989-01-01,,-,SHT,KONAMI,"グラディウスIII -伝説から神話へ-",,0,0,,町口浩康,T.SHIMOMURA|伊藤好孝|小澤勝彦,三好威正|M.IGARASHI|R.ITOH|K.HATTORI|浅野裕治,コナミ矩形波倶楽部|兼田潤一郎|深見誠一|東野美紀|中村康三|泉陸奥彦,,,
1989-01-01,,-,,KONAMI,"T.M.N.T. 〜スーパー亀忍者〜",,0,0,,大山秀樹,鈴木弦,"MORIYAMA 25",泉陸奥彦|東野美紀,,,
1989-01-01,,-,,KONAMI,メインスタジアム,,0,0,,,,,,,,
1990-01-01,,-,,KONAMI,エイリアンズ,,0,0,,,,,"ミュージックビデオ エイリアンズ - YouTube 『3』 収録曲 グッデイ・グッバイ イカロスの末裔 アルカディア 車と女 悪玉 エイリアンズ Shurrasco ver.3 むすんでひらいて 君の胸に抱かれたい あの世で罰を受けるほど メスとコスメ サイレンの歌 千年紀末に降る雪は",,冨田恵一,
1990-01-01,,-,,KONAMI,"オーバードライブ (Over Drive)",,0,0,,,,,,,,
1990-01-01,,-,,KONAMI,サプライズアタック,,0,0,,,,,,,,
1990-01-01,,-,,KONAMI,トライゴン,,0,0,,,辻本英之|岡崎博道|北江格,角和邦昭|Y.NOGUCHI|稲福正美,松原健一|山根清彦,,,
1990-01-01,,-,,KONAMI,"パロディウスだ! 〜神話からお笑いへ〜",,0,0,,,徳田典,"GAKINCHO|TOUYOU SYOUTAROU|三好威正|MORY-WANDAYU|MIKACHAN",村岡一樹,,,
1990-01-01,,-,,KONAMI,パンクショット,,0,0,,,,,,,,
1990-01-01,,-,,KONAMI,ピットファイター,アタリ,0,0,,ゲイリー・スターク|マーク・ステファン・ピース,ゲイリー・スターク|ポール・クィン,ゲイリー・スターク|マーク・ステファン・ピース|ニコラス・スターン,ジョン・ポール,,ジェリー・モモダ,
1991-01-01,,-,,KONAMI,エスケープキッズ,,0,0,,,,,,,,
1991-01-01,,-,,KONAMI,クライムファイターズ2,,0,0,,,,,泉陸奥彦|松原健一,,,
1991-01-01,,-,,KONAMI,ゴルフィンググレイツ,,0,0,,,,,,,,
1991-01-01,,-,,KONAMI,ザ・シンプソンズ,,0,0,,,,,リチャード・ギブス(英語版)|アルフ・クラウセン(英語版)|ブリーディング・フィンガーズ・ミュージック(英語版),,,
1991-01-01,,-,,KONAMI,サンセットライダーズ,,0,0,,辻本英之,,,古川元亮,,,
1991-01-01,,-,,KONAMI,サンダークロスII,,0,0,,,,,,,,
1991-01-01,,-,,KONAMI,XEXEX（ゼクセクス）,,0,0,,高取利明,高取利明|藤井龍夫|和田哲也,町口浩康|角和邦昭|はなのちよこ,古川元亮|前沢秀憲|宮脇聡子|橋本綾子,,,
1991-01-01,,-,,KONAMI,"ティーンエイジ・ミュータント・ニンジャ・タートルズ - タートルズ イン タイム (Teenage Mutant Ninja Turtles: Turtles in Time)",,0,0,,,,,,,,
1991-01-01,,-,,KONAMI,出たな!!ツインビー,,0,0,,おおさわまさと,しもむらとおる,SHUZILOW.HA,前沢秀憲|山根ミチル|中島正恵,,,
1991-01-01,,-,,KONAMI,"ローラーゲーム (RollerGames)",,0,0,,,,,,,,
1992-01-01,,-,,KONAMI,アステリクス,,0,0,,,,,,,,
1992-01-01,,-,FTG,KONAMI,X-MEN,,0,0,,,,,,,,
1992-01-01,,-,,KONAMI,"G.I.ジョー リアルアメリカンヒーロー (G.I. Joe)",,0,0,,,,,,,,
1992-01-01,,-,,KONAMI,"バッキーオヘア (Bucky O'Hare)",,0,0,,,,,,,,
1992-01-01,,-,,KONAMI,ヘクシオン,,0,0,,,,,,,,
1992-01-01,,-,,KONAMI,Potrio,,0,0,,,,,,,,
1992-01-01,,-,,KONAMI,リーサルエンフォーサーズ,,0,0,,波多野よしあき,波多野よしあき,スティーヴ・ジョンソン,福井健一郎,,,
1992-01-01,,-,,KONAMI,"Wild West C.O.W.-Boys of Moo Mesa",,0,0,,,,,,,,
1993-01-01,,-,,KONAMI,"ガイアポリス 〜黄金鷹の剣〜",,0,0,,芦田裕行,TADASUKE|TOM|HIDE,"濱川修二郎(Shuzilow.HA)|佐藤直樹(Title・logo Design)",深見誠一|宮脇聡子|TECHNOuchi,TADASUKE,,
1993-01-01,,-,,KONAMI,究極戦隊ダダンダーン,,0,0,,,,,,,,
1993-01-01,,-,,KONAMI,クイズ学問ノススメ,,0,0,,,,,,,,
1993-01-01,,-,,KONAMI,スラムダンク,,0,0,,西沢信孝,,佐藤正樹,増田隆宣(第69話まで)|BMF(第70話以降),井上雄彦,,
1993-01-01,,-,,KONAMI,バイオレントストーム,,0,0,,,,,,,,
1993-01-01,,-,サッカー,KONAMI,プレミアサッカー,,0,0,,,,,,,,
1993-01-01,,-,,KONAMI,ポリネットウォーリアーズ,,0,0,,,,,,,,
1993-01-01,,-,,KONAMI,マーシャルチャンピオン,,0,0,,"HEINE KEN",,"HEINE KEN|赤坂嘉紀|SURUGANOKAMI MADAOW|ひじまみさと",仲野順也|すぎさわけいじ,,"KANON PACHELBEL",
1993-01-01,,-,,KONAMI,"ミスティックウォリアーズ 怒りの忍者",,0,0,,,,,,,,
1993-01-01,,-,,KONAMI,メタモルフィックフォース,,0,0,,,,,泉陸奥彦|江川麻理子,,,
1994-01-01,,-,,KONAMI,クイズドレミファグランプリ,,0,0,,,,,,,岡本覚,
1994-01-01,,-,,KONAMI,"極上パロディウス 〜過去の栄光を求めて〜",,0,0,,,徳田典|もりとめやすゆき,Shuzilow.HA|あさりよしとお,深見誠一|宮脇聡子|妹尾和浩,,,
1994-01-01,,-,,KONAMI,ゴルフィンググレイツ2,,0,0,,,,,,,,
1994-01-01,,-,サッカー,KONAMI,サッカースーパースターズ,,0,0,,,,,,,,
1994-01-01,,-,,KONAMI,対戦ぱずるだま,,0,0,,,,,,,,
1994-01-01,,-,,KONAMI,"ブレーン・バスターズ (Brain Busters)",,0,0,,,,,,,,
1994-01-01,,-,,KONAMI,レーシングフォース,,0,0,,,,,,,,
1994-01-01,,-,,KONAMI,"リーサルエンフォーサーズII ザ・ウエスタン (Lethal Enforcers II: Gun Fighters)",,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,"ウルトラスポーツ (Ultra Sports)",,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,"ウルトラホッケー (Ultra Hockey)",,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,"クイズドレミファグランプリ2 新曲入荷だよ",,0,0,,,,,,,岡本覚,
1995-01-01,,-,,KONAMI,"Sure Shot Sheriff",,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,"スピードキング NEO KOBE 2045",,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,"ツインビーヤッホー! ふしぎの国で大あばれ!!",,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,ときめきメモリアル対戦ぱずるだま,,0,0,,永田義明,,立石流牙|小倉雅史,"Metal Yuhki|村井聖夜|莊司朗|Sanoppi|中村地獄車",五十嵐孝司,桐田富和,
1995-01-01,,-,,KONAMI,ドラグーンマイト,,0,0,,,,,,,,
1995-01-01,,-,サッカー,KONAMI,"ファイブアサイドサッカー (Five a Side Soccer)",,0,0,,,,,,,,
1995-01-01,,-,サッカー,KONAMI,プレミアサッカー'95,,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,ヘンリーエクスプローラーズ,,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,"ホールインワン (Hole In One)",,0,0,,,,,,,,
1995-01-01,,-,,KONAMI,"ミッドナイトラン ロードファイター2",,0,0,,,,,佐々木嘉則,,,
1996-01-01,,-,サッカー,KONAMI,ヴァーサスネットサッカー,,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,クイズドレミファグランプリ3,,0,0,,,,,,,岡本覚,
1996-01-01,,-,SHT,KONAMI,沙羅曼蛇2,,0,0,,Qchan,"Qchan|YAMAMOSO TYPE2|長谷川丈覚","SATONYAN|MASATO HIJIMA|SANSHI SDR|KAORI NISHIMURA|YAS|MOTOHISA ANDO","YOU TAKAMINE|前田尚紀",,TANGO,
1996-01-01,,-,,KONAMI,"GTI Club Rally Cote D'azur",,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,ジェットウェーブ,,0,0,,,,,,,,
1996-01-01,,-,野球,KONAMI,実況パワフルプロ野球'96,,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,進め!対戦ぱずるだま,,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,スラムダンク2,,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,セクシーパロディウス,,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,だい好キッス,,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,対戦とっかえだま,,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,"ハイパーアスリート / ハイパーオリンピックインアトランタ",[32],0,0,,,,,,,,
1996-01-01,,-,,KONAMI,"Beat The Champ",,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,"ビシバシチャンプ ミニゲーム選手権",,0,0,,,,,,,,
1996-01-01,,-,,KONAMI,ワインディングヒート,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,ウィニングスパイク,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,ウェディングラプソディ,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,オペレーションサンダーハリケーン,,0,0,,,,,,,,
1997-01-01,,-,野球,KONAMI,実況パワフルプロ野球EX,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,ソーラーアサルト,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,"ソーラーアサルト リバイズド",,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,デッドアイ,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,トータルバイス,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,"ときめきメモリアル 〜おしえてYour heart〜",,0,0,,永田義明,,立石流牙|小倉雅史,"Metal Yuhki|村井聖夜|莊司朗|Sanoppi|中村地獄車",五十嵐孝司,桐田富和,
1997-01-01,,-,,KONAMI,"ときめきメモリアル 〜おしえてYour Heart〜 シールバージョン+",,0,0,,永田義明,,立石流牙|小倉雅史,"Metal Yuhki|村井聖夜|莊司朗|Sanoppi|中村地獄車",五十嵐孝司,桐田富和,
1997-01-01,,-,,KONAMI,とべ!ポリスターズ,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,バトルビジョン,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,ハングパイロット,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,beatmania,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,FIGHTING武術,,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,"FIGHTING武術 2nd",,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,"ラッシングヒーローズ (Rushing Heroes)",,0,0,,,,,,,,
1997-01-01,,-,,KONAMI,レーシングジャム,,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"エビルナイト (Evil Night)",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,コナミ80'sアーケードギャラリー,,0,0,,,,,,,,
1998-01-01,,-,野球,KONAMI,実況パワフルプロ野球'98EX,,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,スーパービシバシチャンプ,,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"Skier's High",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,スリルドライブ,,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,ダークホースレジェンド,,0,0,,,,,,,,
1998-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution",,0,0,,,,,,,,
1998-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution インターネットランキングVer. / Dance Dance Revolution 1.5",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"テラバースト (Teraburst)",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"NBA プレイ・バイ・プレイ",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"ハイパーオリンピック イン ナガノ",,0,0,,,森下繁,,福武茂,,石原祥吉,
1998-01-01,,-,,KONAMI,バスアングラー,,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,バスアングラー2,,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,バトルトライスト,,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"Heat of Eleven '98",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"beatmania 2ndMIX",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"beatmania 3rdMIX",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,"pop'n music",,0,0,,,,,,,,
1998-01-01,,-,,KONAMI,レーシングジャム・チャプターII,,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,ガチャガチャンプ,,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,GUITARFREAKS,,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"GUITARFREAKS 2ndMIX",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"GUITARFREAKS 2ndMIX Link version",,0,0,,,,,,,,
1999-01-01,,-,SHT,KONAMI,"グラディウスIV -復活-",,0,0,,芦田裕行,"KEN MIDORIKAWA","養老乃介|DAISUKE CHIBA|AYUMU HASEGAWA|NAOKI MORITA|芦田裕行|HIROMICHI IWASHITA",上高治己|渡辺篤紀,,町口浩康,
1999-01-01,,-,,KONAMI,サイレントスコープ,,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,ステップチャンプ,,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution 2ndMIX",,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution 2ndMIX LINK Version",,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution 2ndMIX CLUB Version",,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution 2ndMIX CLUB Version 2",,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution Solo BASSMIX",,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution Solo 2000",,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution Best of Cool Dancers",,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution Karaoke Mix",,0,0,,,,,,,,
1999-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution 3rdMIX",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"Dancing Stage featuring. DREAMS COME TRUE",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"Dancing Stage featuring. TRUE KiSS DESTiNATiON",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"Dancing Stage",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"Dancing Stage EuroMIX",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,drummania,,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,ハイパービシバシチャンプ,,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"beatmania complete MIX",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"beatmania 4thMIX -the beat goes on-",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"beatmania 5thMIX -Time to get down-",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"beatmania IIDX",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"beatmania IIDX substream",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"beatmania IIDX club version 2",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"beatmania IIDX 2nd style",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"Fisherman's Bait - Marlin Challenge",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"pop'n stage",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"pop'n stage ex",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"pop'n music 2",,0,0,,,,,,,,
1999-01-01,,-,,KONAMI,"pop'n music 3",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,アニメチャンプ,,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"イノセントスウィーパー サイレントスコープ2",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,KEYBOARDMANIA,,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"KEYBOARDMANIA 2ndMIX",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,緊急車両24時,,0,0,,,,,,,渡辺大樹|國玉譲治|川口伸之|髙野学(CP),
2000-01-01,,-,,KONAMI,"GUITARFREAKS 3rdMIX",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"GUITARFREAKS 4thMIX",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,ザ・警察官,,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"サラリーマンチャンプ たたかうサラリーマン",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"GTI Club コルソイタリアーノ",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"Dancing Stage featuring. Disney's RAVE",,0,0,,,,,,,,
2000-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution Kids",,0,0,,,,,,,,
2000-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution 4thMIX",,0,0,,,,,,,,
2000-01-01,,-,リズムゲーム,KONAMI,"Dance Dance Revolution 4thMIX PLUS",,0,0,,,,,,,,
2000-01-01,,-,リズムゲーム,KONAMI,"Dance Maniax",,0,0,,,,,,,,
2000-01-01,,-,リズムゲーム,KONAMI,"Dance Maniax 2ndMIX",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"drummania 2ndMIX",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"drummania 3rdMIX",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"パンチマニア 北斗の拳",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"パンチマニア 北斗の拳2 激闘修羅の国編",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,ParaParaParadise,,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"ParaParaParadise V1.1",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"ParaParaParadise 1stMIX PLUS",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"beatmania complete MIX 2",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"beatmania ClubMIX",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"beatmania CORE REMIX",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"beatmania featuring DREAMS COME TRUE - 先行稼働分のみを残して発売中止",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"beatmania IIDX 3rd style",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"beatmania IIDX 4th style",,0,0,,,,,,,,
2000-01-01,,-,,KONAMI,"beatmania III - FINALを除き、先行稼働分のみを残して発売中止",,0,0,,,,,,,,
