発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1990-12-21,SFC,8M,ACT,カプコン,ファイナルファイト,"￥8,500","￥8,500代",0,-,,,金子清巳|上山真一|Tomiyan|Yokoyan,西谷亮|安田朗,藤田晴美|藤田靖明|松前真奈美|坂口由洋|下村陽子|高岡宏光|民谷淳子,,岡本吉起,
1990-12-21,SFC,4M,SHT,コナミ,グラディウスⅢ,"￥7,800","￥8,000代",0,33,,,橋本和久|徳田典|松花賢和|高浜元,三好威正|H.MORII|すえながみかよ,村岡一樹|上原和彦|上高治巳|森本ゆきえ,,,
1990-12-21,SFC,4M,SPT,任天堂,パイロットウイングス,"￥8,000","￥8,000代",48,-,,杉山直,加藤周平|矢嶋肇|河越巧,スージー|森直樹,近藤浩治|岡素世,,宮本茂,
1990-12-29,SFC,6M,ACT,バンプレスト,SDザ・グレイトバトル,"￥8,200","￥8,000代",0,-,,,,,,,,
1991-02-23,SFC,8M,SPT,HAL研究所,ジャンボ尾崎のホールインワン,"￥8,900","￥9,000代",0,-,,,,,,,,
1991-03-20,SFC,8M,RAC,ジャレコ,BIGRUN,"￥8,700","￥8,500代",0,-,,,,,,,,
1991-03-29,SFC,8M,SHT,タイトー,ダライアスツイン,"￥8,500","￥8,500代",0,-,,山崎こうじ,みなみやすたか|おぐらみつお|のぐちじゅんいちろう,山崎こうじ|宮永佳祐|川石徹|斎藤慎|わきたよしひろ,相澤静夫,,西角友宏|高橋章二,
1991-04-05,SFC,8M,SPT,T＆Eソフト,遙かなるオーガスタ,"￥9,800","￥10,000代",0,30,,横山英二,加藤英治,中島健二,冨田茂,,横山俊朗,
1991-04-06,SFC,4M,ACT,バンダイ,ウルトラマン,"￥7,800","￥8,000代",0,30,,,,,,"金城哲夫 ほか",,
1991-04-26,SFC,4M,SLG,任天堂,シムシティ,"￥8,000","￥8,000代",90,33,,,,,,,,
1991-05-17,SFC,8M,SPT,ジャレコ,スーパープロフェッショナルベースボール,"￥8,700","￥8,500代",0,-,,,,,,,,
1991-05-24,SFC,8M,RPG,ケムコ,ドラッケン,"￥8,500","￥8,500代",0,-,,,,ステファン・バウデット|リチャード・ボテット|マイケル・ロイヤー|ローレン・サルメロン|ドミニク・ジルー|フレデリック・バスク,チャールズ・カレ,フランソワ・マルスラ=フロワドヴァル,,
1991-05-28,SFC,8M,RPG,セタ,ガデュリン,"￥8,800","￥9,000代",0,-,,,,富永真理|近永健一|加藤直之(ゲストメカ),加藤みちあき,島田満,,
1991-06-21,SFC,8M,RPG,トンキンハウス,イースⅢワンダラーズフロムイース,"￥8,800","￥9,000代",0,-,,,,,,,,
1991-07-02,SFC,8M,SPT,セタ,スーパースタジアム,"￥8,800","￥9,000代",0,-,,,,,,,,
1991-07-06,SFC,8M,SLG,バンダイ,機動戦士ガンダムF91フォーミュラー戦記0122,"￥9,500","￥9,500代",0,-,,,,川元利浩|大河原邦男,富樫則彦,,,
1991-07-12,SFC,4M,SPT,カルチャーブレーン,スーパーウルトラベースボール,"￥8,800","￥9,000代",0,-,,,,,,,,
1991-07-13,SFC,8M,SHT,アイレム,スーパーアールタイプ,"￥8,500","￥8,500代",0,-,,,,,,,,
1991-07-19,SFC,8M,ACT,コナミ,がんばれゴエモンゆき姫救出絵巻,"￥8,800","￥9,000代",0,-,,,梅崎重治|松岡伸浩|奥田康雄|下野俊典|吉田晃之,村木摂|藤本武史|小川公一|薬師寺健雄,上原和彦|上高治己,,,
1991-07-19,SFC,8M,RPG,スクウェア,ファイナルファンタジーⅣ,"￥8,800","￥9,000代",143,36,,坂口博信,成田賢,時田貴司|天野喜孝,植松伸夫,時田貴司,宮本雅史,
1991-07-20,SFC,8M,SPT,バンプレスト,バトルドッジボール闘球大激突,"￥9,600","￥9,500代",0,-,,,,,,,,
1991-07-26,SFC,8M,SHT,カプコン,エリア88,"￥8,500","￥8,500代",0,-,,,,岡田敏靖|神志那弘志|佐藤道明,三宅一徳,大野木寛|野村祐一,,
1991-08-09,SFC,8M,SPT,エピック・ソニーレコード,白熱プロ野球ガンバリーグ,"￥8,500","￥8,500代",0,30,,,,,,,,
1991-08-23,SFC,4M,TAB,セタ,初段森田将棋,"￥8,800","￥9,000代",0,-,,,,,,,,
1991-08-30,SFC,4M,SPT,トンキンハウス,スーパーテニスワールドサーキット,"￥7,800","￥8,000代",0,-,,,,,,,,
1991-08-31,SFC,8M,SHT,HAL研究所,ハイパーゾーン,"￥8,500","￥8,500代",0,-,,,,,石川淳,,,
1991-09-13,SFC,8M,ACT,エピック・ソニーレコード,ジェリーボーイ,"￥8,500","￥8,500代",0,-,,田尻智,マーク・フリント,"田尻智|杉森建|とみさわ昭仁|杉森建|MUCHO TANAKA",福田裕彦,田尻智|杉森建,清本浩,
1991-09-15,SFC,8M,SLG,光栄,スーパー三國志Ⅱ,"￥14,800","￥15,000代",0,-,,,,,向谷実,,シブサワ・コウ,
1991-09-20,SFC,4M,SPT,イマジニア,プロサッカー,"￥8,000","￥8,000代",0,-,,,,,,,,
1991-10-04,SFC,8M,ACT,カプコン,超魔界村,"￥8,500","￥8,500代",0,-,,,篠原雅嗣|まついよしひろ,三並達也|山添公雄|松下進,山口真理,,藤原得郎,
1991-10-25,SFC,8M,SHT,ジャレコ,SUPERE.D.F.,"￥8,700","￥8,500代",0,-,,,,,,,,
1991-10-29,SFC,8M,RPG,スクウェア,ファイナルファンタジーⅣイージータイプ,"￥9,000","￥9,000代",0,31,,坂口博信,成田賢,時田貴司|天野喜孝,植松伸夫,時田貴司,宮本雅史,
1991-10-31,SFC,8M,ACT,コナミ,悪魔城ドラキュラ,"￥8,800","￥9,000代",0,-,,赤松仁司,岡出光弘,戸隠のりやす,山下絹代|寺島里恵,,永田昭彦,
1991-11-21,SFC,8M,A-RPG,任天堂,ゼルダの伝説神々のトライフォース,"￥8,000","￥8,000代",116,39,,手塚卓志,中郷俊彦|副島康成|森田和明,富田聡一郎|今村孝矢|有本正直|渡辺剛,近藤浩治,田邊賢輔,山内溥|宮本茂,
1991-11-29,SFC,8M,SHT,東映動画,雷電伝説,"￥8,700","￥8,500代",0,-,,濱田均,K.KONDO|川口哲也|S.MORI,川口哲也|T.WADA|M.KOMAZAWA|T.MATSUZAWA|H.MATSUO,佐藤亜希羅,,濱田均,
1991-12-06,SFC,8M,ACT,データイースト,JOE＆MAC戦え原始人,"￥8,500","￥8,500代",0,-,,,,,,,,
1991-12-13,SFC,8M,ACT,ナムコ,スーパーワギャンランド,"￥8,300","￥8,500代",0,30,,,,,,,,
1991-12-13,SFC,8M,RPG,ケムコ,ラグーン,"￥8,500","￥8,500代",0,-,,,,,,,,
1991-12-13,SFC,4M,SPT,ヒューマン,スーパーフォーメーションサッカー,"￥7,700","￥7,500代",0,31,,,,,,,,
1991-12-13,SFC,4M,TAB,エポック社,ちびまる子ちゃん「はりきり365日」の巻,"￥8,800","￥9,000代",0,-,,,,,,,,
1991-12-18,SFC,8M,PUZ,サンソフト,レミングス,"￥8,500","￥8,500代",0,35,,,デイブ・ジョーンズ(英語版),ゲイリー・ティモンズ|スコット・ジョンストン,ブライアン・ジョンストン|ティム・ライト(英語版),,,
1991-12-20,SFC,8M,RPG,ビクターエンタテインメント,ダンジョンマスター,"￥9,800","￥10,000代",0,30,,,,,,,,
1991-12-20,SFC,8M,SHT,アスミック,ディメンションフォース,"￥8,500","￥8,500代",0,-,,,,,,,,
1991-12-20,SFC,8M,SPT,ヒューマン,スーパーファイヤープロレスリング,"￥8,500","￥8,500代",0,-,,,根津重昭|吉田秀司|野村弘治,増田雅人|市瀬大輔|きたむららだあき|茶々丸|高岡謙次|高岡謙次|門間毅,庭山博也|田中宏典|山崎正通|大谷哲司|鈴木啓史,,林徹,
1991-12-21,SFC,8M,RPG,エンジェル,SDガンダム外伝ナイトガンダム物語大いなる遺産,"￥9,500","￥9,500代",0,-,,,,,,,,
1991-12-21,SFC,8M,SLG,光栄,スーパー信長の野望武将風雲録,"￥11,800","￥12,000代",0,-,,,,,菅野よう子,,シブサワ・コウ,
1991-12-27,SFC,4M,ACT,ナツメ,反省ザルジローくんの大冒険,"￥7,000","￥7,000代",0,-,,,,,,,,
1991-12-27,SFC,8M,SHT,東芝EMI,サンダースピリッツ,"￥8,600","￥8,500代",0,-,,,,,,,,
1991-12-28,SFC,8M,RPG,カルチャーブレーン,スーパーチャイニーズワールド,"￥8,800","￥9,000代",0,-,,阿迦手観屋夢之助,たちばなあきら,しいなつかさ|かわはらひとみ|ましばけいこ,沢彰記,さとうけんたろう,阿迦手観屋夢之助,
1991-12-29,SFC,6M,SLG,イマジニア,シムアース,"￥9,600","￥9,500代",0,-,,,ダニエル・ゴールドマン|ポール・シュミット,フレッド・ハスラム|ウィル・ライト|ケイトリン・ミシェルデイトン|ピーター・ミシェルデイトン|ジェニー・マーティン|スーザン・グリーン,ヒース・ペーターソン,,スティーヴ・ベッカート,
1991-12-29,SFC,8M,SLG,バンプレスト,バトルコマンダー八武衆修羅の兵法,"￥9,800","￥10,000代",0,-,,,,,,,,
1992-01-11,SFC,8M,ACT,ハドソン,高橋名人の大冒険島,"￥8,500","￥8,500代",0,-,,"KYON KYON",鈴木俊之|酒井誠,平井隆之|すごうともこ|鈴木多恵子|Y.ASAKURA|日下純,古代祐三,西澤龍一,植山幹郎|門脇光弘,
1992-01-17,SFC,4M,SPT,イマジニア,プロフットボール,"￥7,900","￥8,000代",0,-,,,,,,,,
1992-01-25,SFC,8M,RPG,バンダイ,ドラゴンボールZ超サイヤ伝説,"￥9,500","￥9,500代",0,-,,荻野目洋|A.K,しみずかずや,,高野充彦,,田中信行|浅沼誠|橋本名人,
1992-01-28,SFC,8M,RPG,スクウェア,ロマンシングサ・ガ,"￥9,500","￥9,500代",98,31,,河津秋敏,小久保啓三|吉枝悟|穴澤友樹|赤尾実,河津秋敏|小林智美|代島学|高井浩,伊藤賢治,河津秋敏,宮本雅史,
1992-01-31,SFC,8M,RPG,エニックス,ソウルブレイダー,"￥8,800","￥9,000代",0,32,,橋本昌哉,橋本昌哉,横田幸次|高井政彦|松室剛|眞島真太郎,タケカワユキヒデ,宮崎友好,曽根康征,
1992-02-14,SFC,8M,RPG,エポック社,ドラゴンスレイヤー英雄伝説,"￥9,800","￥10,000代",0,-,,,,,,,,
1992-02-21,SFC,8M,RAC,セタ,エキゾースト・ヒート,"￥8,900","￥9,000代",0,-,,,,,,,,
1992-02-28,SFC,8M,ACT,アイ・ジー・エス,ロケッティア,"￥8,900","￥9,000代",0,-,,,,,ジェームズ・ホーナー,デイブ・スティーブンス(英語版),,
1992-02-28,SFC,8M,ACT,コナミ,魂斗羅スピリッツ,"￥8,500","￥8,500代",0,-,,中里伸也,八井田満|菅波秀幸,中里伸也|猿田雅之,柳沢美紀|安達昌宣|岩瀬立飛,,北上一三,
1992-03-06,SFC,8M,SPT,データイースト,スーパーバーディラッシュ,"￥8,800","￥9,000代",0,-,,,,,,,,
1992-03-07,SFC,8M,ADV,チュンソフト,弟切草,"￥8,800","￥9,000代",0,-,,,,,,,,
1992-03-19,SFC,8M,RAC,タカラ,新世紀GPXサイバーフォーミュラ,"￥8,800","￥9,000代",0,-,,,,いのまたむつみ(原案)|吉松孝博|河森正治|いのまたむつみ(原案)|久行宏和,佐橋俊彦,矢立肇,,
1992-03-19,SFC,4M,RAC,ビクターエンタテインメント,R.P.M.Racing,"￥8,800","￥9,000代",0,-,,,,,,,,
1992-03-19,SFC,10M,RPG,光栄,スーパー伊忍道打倒信長,"￥11,800","￥12,000代",0,-,,,,,若桑比織,,シブサワ・コウ,
1992-03-20,SFC,8M,ACT,アスミック,超攻合神サーディオン,"￥8,800","￥9,000代",0,-,,おかもとひろし,田中衛,神田善美|カトキハジメ|森木靖泰,田中公平,,小川真司,
1992-03-20,SFC,8M,ACT,カプコン,ファイナルファイトガイ,"￥8,500","￥8,500代",0,-,,,金子清巳|上山真一|Tomiyan|Yokoyan,西谷亮|安田朗,藤田晴美|藤田靖明|松前真奈美|坂口由洋|下村陽子|高岡宏光|民谷淳子,,岡本吉起,
1992-03-27,SFC,4M,ACT,アスキー,SMASH・T.V.,"￥7,800","￥8,000代",0,31,,,マーク・ターメル,ユージン・P・ジャーヴィス|ジョン・トビアス(英語版)|ティム・コマン,ジョン・ヘイ,,,
1992-03-27,SFC,8M,ACT,ジャレコ,ラッシングビート,"￥8,700","￥8,500代",0,-,,,"PANIC YUMA",倉持亮一|倉持伸幸|前川恵一|渡辺忠彦|高橋将人,高芝泰彦|伊勢村篤義,,,
1992-03-27,SFC,8M,ACT,日本コンピュータシステム,らんま1／2町内激闘篇,"￥8,800","￥9,000代",0,-,,山本克利,山本克利,只隈圭介|只隈圭介|有賀ヒトシ|斉藤智晴,榎木淳|赤堀正直,,土田俊郎,
1992-03-27,SFC,8M,ACT,バンプレスト,ザ・グレイトバトルⅡラストファイターツイン,"￥8,200","￥8,000代",0,-,,,,,富樫則彦,,,
1992-03-27,SFC,8M,ACT,レーザーソフト,スーパーヴァリス赤き月の乙女,"￥8,500","￥8,500代",0,-,,,,,,,,
1992-03-27,SFC,4M,RAC,ケムコ,トップレーサー,"￥7,800","￥8,000代",0,-,,,,,,,,
1992-03-27,SFC,8M,RAC,ナグザット,バトルグランプリ,"￥8,500","￥8,500代",0,-,,,,,,,,
1992-03-27,SFC,8M,RPG,HAL研究所,カードマスターリムサリアの封印,"￥8,900","￥9,000代",0,-,,"橋口茂|MAT SUTAKE",,,石川淳|安藤浩和,橋口茂|葛西重忍,,
1992-03-27,SFC,8M,SHT,アテナ,S.T.G.(エスティージー),"￥8,900","￥9,000代",0,-,,玉井広宣,,,佐々木彰太郎,玉井広宣,中村栄,
1992-03-27,SFC,4M,SPT,タイトー,ハットトリックヒーロー,"￥8,000","￥8,000代",0,-,,,中村辰男|岩崎雄二|征矢野伸二|ながはらくさご|つねきよこうじ|黒沢孝,こぼりたけし|こぼりたけし|関本努|平松信宏|PEACOCK,小倉久佳|渡部恭久,,,
1992-03-27,SFC,8M,SPT,ナムコ,スーパーファミスタ,"￥7,900","￥8,000代",0,-,,岸本好弘,佐々木英隆,島本昌弘|柳沢直幹,川元義徳,,永島洋武,
1992-03-28,SFC,4M,ACT,バンダイ,まじかる☆タルるートくんMAGICADVENTURE,"￥8,000","￥8,000代",0,-,,,,,,,,
1992-04-03,SFC,8M,RPG,ポニーキャニオン,ウルティマⅥ偽りの予言者,"￥9,800","￥10,000代",0,-,,,,,,,,
1992-04-05,SFC,8M,SLG,光栄,エアーマネジメント大空に賭ける,"￥11,800","￥12,000代",0,-,,,,,,,,
1992-04-05,SFC,8M,TAB,ツクダオリジナル,オセロワールド,"￥8,700","￥8,500代",0,-,,,,,,,,
1992-04-10,SFC,8M,SPT,T＆Eソフト,ペブルビーチの波濤,"￥9,800","￥10,000代",0,-,,横山英二,加藤英治,中島健二,冨田茂,,横山俊朗,
1992-04-21,SFC,8M,ACT,データム・ポリスター,豪槍神雷伝説武者,"￥8,800","￥9,000代",0,-,,,杉浦史博,"DINO RIDER|中林勝則",飛鳥川清子,,岡田隆|富川亜紀子|浅和綾子,
1992-04-24,SFC,8M,RPG,シグマ商事,摩訶摩訶,"￥8,700","￥8,500代",0,-,,えびたいしょう,,おびゃななほど|相原コージ,知久光康,戸田博史,,
1992-04-24,SFC,8M,RPG,データイースト,ヘラクレスの栄光Ⅲ神々の沈黙,"￥8,800","￥9,000代",0,-,,,,,,,,
1992-04-24,SFC,8M,SPT,アクレイムジャパン,WWFスーパーレッスルマニア,"￥8,800","￥9,000代",0,-,,,,,,,,
1992-04-24,SFC,8M,SPT,ジャレコ,スーパーカップサッカー,"￥9,000","￥9,000代",0,-,,,,,,,,
1992-04-28,SFC,8M,PUZ,ホット・ビィ,スーパー上海ドラゴンズアイ,"￥7,800","￥8,000代",0,-,,,,,,,,
1992-04-28,SFC,8M,RAC,ビデオシステム,F-1GRANDPRIX,"￥9,700","￥9,500代",0,-,,,,,板村直樹,,S.NOZAKI,
1992-04-28,SFC,8M,SHT,東宝,スーパーアレスタ,"￥8,700","￥8,500代",0,32,,,広野隆行,広野隆行|寺本耕二,竹内啓史|長尾亮利|田中勝己,,角田純一|竹野雅人|谷田貴史,
1992-04-28,SFC,4M,SPT,ソフエル,拳闘王ワールドチャンピオン,"￥8,000","￥8,000代",0,-,,,,,,,,
1992-05-01,SFC,8M,ACT,サミー,バトルブレイズ,"￥8,700","￥8,500代",0,-,,,,,,,,
1992-05-23,SFC,8M,RPG,バンダイ,甲竜伝説ヴィルガスト消えた少女,"￥9,000","￥9,000代",0,-,,,,,,,,
1992-05-29,SFC,8M,ACT,カプコン,マジックソード,"￥8,500","￥8,500代",0,-,,,江川陽一|綱崎裕三|岡田成司|Y.ORONISHI,大西嘉美|貞本友思|岡本吉起|栗原明美|きたやまけいこ|E.NISHIHARA|貞本友思,後藤真奈美,,,
1992-05-29,SFC,8M,SLG,ウルフ・チーム,斬Ⅱスピリッツ,"￥9,800","￥10,000代",0,-,,,,,,,,
1992-06-10,SFC,16M,ACT,カプコン,ストリートファイターⅡ,"￥9,800","￥10,000代",290,35,,西谷亮,,西谷亮(NIN)|安田朗(AKIMAN),下村陽子|阿部功,,岡本吉起,
1992-06-19,SFC,8M,SPT,HAL研究所,スーパーダンクショット,"￥8,600","￥8,500代",0,-,,,,,,,,
1992-06-19,SFC,8M,TAB,アイマックス,スーパー将棋,"￥8,800","￥9,000代",0,-,,,,,,,,
1992-06-26,SFC,8M,ACT,タイトー,キャメルトライ,"￥8,500","￥8,500代",0,-,,,,海道賢仁,PINCH-PUNCH,,海道賢仁,
1992-06-26,SFC,8M,SLG,エンジェル,横山光輝三国志,"￥9,500","￥9,500代",0,-,,,,荒木伸吾|姫野美智,西村麻聡,横山光輝,,
1992-06-26,SFC,8M,SPT,キングレコード,アストラルバウト,"￥9,030","￥9,000代",0,-,,,,,,,,
1992-06-26,SFC,8M,SPT,ケイ・アミューズメントリース,甲子園2,"￥8,900","￥9,000代",0,-,,,,,,,,
1992-07-03,SFC,8M,ACT,日本コンピュータシステム,プリンスオブペルシャ,"￥8,800","￥9,000代",0,-,,,ジョーダン・メックナー,ジョーダン・メックナー,フランシス・メックナー,,ブライアン・エーラー,
1992-07-03,SFC,4M,RAC,パック・イン・ビデオ,スーパーオフロード,"￥6,900","￥7,000代",0,-,,,,,,,,
1992-07-03,SFC,8M,RPG,トンキンハウス,LightFantasy,"￥8,900","￥9,000代",0,-,,,,,,,,
1992-07-03,SFC,8M,SHT,コナミ,パロディウスだ!神話からお笑いへ,"￥8,500","￥8,500代",0,-,,,徳田典,"GAKINCHO|TOUYOU SYOUTAROU|三好威正|MORY-WANDAYU|MIKACHAN",村岡一樹,,,
1992-07-03,SFC,4M,SPT,アテナ,スーパーボウリング,"￥8,300","￥8,500代",0,-,,,,,,,,
1992-07-03,SFC,4M,SPT,イマジニア,PGAツアーゴルフ,"￥8,500","￥8,500代",0,-,,,,,,,,
1992-07-10,SFC,8M,ETC,タイトー,ゆうゆのクイズでGO!GO!,"￥8,500","￥8,500代",0,-,,藤田司,渋谷康洋|川元和彦,越中登|木下昌也|沼田和博|森田雅子,河本圭代,,,
1992-07-10,SFC,8M,RPG,東映動画,北斗の拳5天魔流星伝哀・絶章,"￥8,900","￥9,000代",0,-,,,,,フランク・ワイルドホーン,高橋亜子,,
1992-07-14,SFC,8M,ETC,任天堂,マリオペイント,"￥9,800","￥10,000代",0,35,,松岡洋史,寺本憲明|今井賢治|中嶋健之|久保田源治,松岡洋史,田中宏和|吉富亮二|戸高一生,,横井軍平,
1992-07-17,SFC,8M,ACT,アイレム,ダイナウォーズ恐竜王国への大冒険,"￥8,800","￥9,000代",0,-,,,,,,,,
1992-07-17,SFC,8M,ACT,エピック・ソニーレコード,HOOK,"￥8,500","￥8,500代",0,-,,,,,,,,
1992-07-17,SFC,8M,RAC,ロジーク,鈴木亜久里のF1スーパードライビング,"￥8,800","￥9,000代",0,-,,,,,,,,
1992-07-17,SFC,8M,SPT,テクモ,キャプテン翼Ⅲ皇帝の挑戦,"￥8,900","￥9,000代",0,31,,,,,,,,
1992-07-17,SFC,8M,TAB,ココナッツジャパンエンターテイメント,パチンコウォーズ,"￥9,500","￥9,500代",0,-,,,,,,,,
1992-07-23,SFC,8M,ACT,ナムコ,サンドラの大冒険ワルキューレとの出逢い,"￥8,300","￥8,500代",0,-,,,,冨士宏,富樫則彦,,,
1992-07-24,SFC,8M,ACT,コナミ,T.M.N.T.タートルズインタイム,"￥8,500","￥8,500代",0,30,,"Gen Suzuki(AC)|Yorozuya Juggling Group(SFC)","K. Takabayashi| Y. Furukawa(AC)|奥田康雄|下野俊典|中川栄治|森平茂樹(SFC)","Masami Inafuku| M. Moriyama| Soichiro Kitai(AC)|Kumiko Ogawa| 橋本征貢| Hiromi Sumida(SFC)",泉陸奥彦|小倉努(AC)|上原和彦|上高治己(SFC),,,
