発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1993-07-16,1,2,SPT,EAビクター,マイケルジョーダンONEONONE,"￥3,900","￥4,000代",0,,,,,,,,
1993-07-20,1,4,RPG,コナミ,ゴッドメディスンファンタジー世界の誕生,"￥4,500","￥4,500代",0,,,,,,,,
1993-07-23,1,3,SPT,ジャレコ,Jカップサッカー,"￥3,900","￥4,000代",0,,,,,,,,
1993-07-23,1,3,RPG,バップ,ミステリアム,"￥4,500","￥4,500代",0,,,,,"ミュージックビデオ 「Mysterious Ways」 - YouTube",,ブライアン・イーノ|ダニエル・ラノワ,
1993-07-23,1,3,SPT,アスク講談社,ああ播磨灘,"￥4,500","￥4,500代",0,,長田紀生,,新井豊,天野正道,さだやす圭,,
1993-07-23,1,2,SPT,ミサワエンターテイメント,ジミーコナーズのプロテニスツアー,"￥3,900","￥4,000代",0,,,,,,,,
1993-07-23,1,4,FTG,トミー,幽☆遊☆白書,"￥3,980","￥4,000代",0,,,,,やまだ豊,三嶋龍朗,,
1993-07-30,1,4,ACT,アイレム,主役戦隊アイレムファイター,"￥3,800","￥4,000代",0,,,,,,,"masato matsuura(1-6|12曲目)|masato matsuura|tetsuya komuro(7-11曲目)",
1993-07-30,1,2,ETC,日本クラリービジネス,的中ラッシュ,"￥6,900","￥7,000代",0,,,,,,,,
1993-07-30,1,3,ACT,バンプレスト,鉄球ファイト！ザ・グレイトバトル外伝,"￥3,980","￥4,000代",0,,田中健一,KEROCHAN,TAKE|守谷淳一,富樫則彦,,下道隆,
1993-08-06,1,3,PZL,ジャレコ,ソルダム,"￥3,900","￥4,000代",0,,,,,,,,
1993-08-06,1,4,RPG,バンプレスト,らんま1/2格劇問答！！,"￥3,980","￥4,000代",0,,,,,,,,
1993-08-08,1,4,ACT,ハドソン,桃太郎電劇,"￥4,500","￥4,500代",0,,さくまあきら,いとうしんいち,いとうしんいち|土居孝幸,吉田美智子,,浦敏治,
1993-08-10,1,3,ETC,ナムコ,モンスターメーカーバーコードサーガ,"￥3,800","￥4,000代",0,,,,,,,,
1993-08-19,1,3,TBL,バップ,ダブル役満Jr.,"￥4,800","￥5,000代",0,,,,,,,,
1993-08-20,1,3,ACT,ユタカ,仮面ライダーSD走れ！マイティライダーズ,"￥3,599","￥3,500代",0,,,,,,,,
1993-08-27,1,4,SPT,アクレイムジャパン,MVPベースボール,"￥4,500","￥4,500代",0,,,,,,,,
1993-08-27,1,3,RAC,ナムコ,ファミリージョッキー2名馬の血統,"￥4,500","￥4,500代",0,,,,,,,,
1993-08-27,1,3,ETC,キングレコード,勝馬予想競馬貴族,"￥5,900","￥6,000代",0,,,,,,,,
1993-09-10,1,4,ETC,バンダイ,カルトジャンプ,"￥3,800","￥4,000代",0,,,,,,,,
1993-09-17,1,3,TBL,バップ,ダブル役満2,"￥4,800","￥5,000代",0,,,,,,,,
1993-09-23,1,3,PZL,イマジニア,レミングス,"￥3,900","￥4,000代",0,,,デイブ・ジョーンズ(英語版),ゲイリー・ティモンズ|スコット・ジョンストン,ブライアン・ジョンストン|ティム・ライト(英語版),,,
1993-09-24,1,3,ACT,アスク講談社,エイリアンVSプレデター,"￥4,500","￥4,500代",0,,,,,,,,
1993-09-25,1,5,RPG,アスキー,ウィザードリィ外伝3闇の聖典-SCRIPTUREOFTHEDARK-,"￥5,150","￥5,000代",0,,,,,,,,
1993-10-08,1,3,RAC,ナムコ,カットビロード,"￥4,800","￥5,000代",0,,,,,,,,
1993-10-22,1,3,ACT,バナレックス,クレヨンしんちゃん2オラとわんぱくごっこだゾ,"￥3,500","￥3,500代",0,,,,,,,,
1993-10-29,1,4,ETC,トミー,アメリカ横断ウルトラクイズPART4,"￥3,980","￥4,000代",0,,,,,,,,
1993-10-29,1,4,SPT,ナムコ,ファミスタ3,"￥4,900","￥5,000代",0,,,,,,,,
1993-10-29,1,5,ACT,カプコン,ロックマンワールド4,"￥3,500","￥3,500代",0,,,,稲船敬二,村田幸史,,藤原得郎,
1993-11-19,1,4,RPG,ポニーキャニオン,ウルティマ失われたルーン2,"￥4,900","￥5,000代",0,,,,,,,,
1993-11-19,1,3,ETC,ココナッツジャパンエンターテイメント,パチ夫くん,"￥3,980","￥4,000代",0,,,,,,,,
1993-11-19,1,4,RPG,アトラス,女神転生ラストバイブル2,"￥5,300","￥5,500代",0,,,,,,,,
1993-11-26,1,3,ACT,コナミ,TMNT3タートルズ危機一発,"￥3,500","￥3,500代",0,,,,,,,,
1993-11-26,1,4,TBL,トミー,UNOスモールワールド,"￥3,980","￥4,000代",0,,,,,,,,
1993-11-27,1,4,TBL,任天堂,カービィのピンボール,"￥2,900","￥3,000代",112,,,,,池上正,,岩田聡,
1993-12-03,1,3,ACT,カプコン,ダックテイルズ2,"￥3,500","￥3,500代",0,,,,ティモシー・M・モーエン,ドミニク・ルイス,カール・バークス|ジーマン・メイゴン|マット・ヤングバーグ|フランシスコ・アンゴネス,,
1993-12-10,1,4,ETC,アイレム,アンダーカバーコップス破壊神ガルマァ,"￥3,800","￥4,000代",0,,,,,,,,
1993-12-10,1,4,ACT,ビーアイ,ピングー世界で1番元気なペンギン,"￥4,200","￥4,000代",0,,,,,,,,
1993-12-10,1,4,FTG,トミー,幽☆遊☆白書第2弾暗黒武術会編,"￥3,980","￥4,000代",0,,,,,,,,
1993-12-17,1,4,ACT,バンダイ,怪獣王ゴジラ,"￥3,800","￥4,000代",0,,,,,,,,
1993-12-17,1,3,ETC,アスミック,馬券王V3,"￥6,500","￥6,500代",0,,,,,,,,
1993-12-18,1,3,ACT,アイレム,最後の忍道,"￥3,800","￥4,000代",0,,,,,石田雅彦,,,
1993-12-22,1,3,ACT,コナミ,タイニートゥーンアドベンチャーズ2～バスターバニーのかっとびだいぼうけん～,"￥3,600","￥3,500代",0,,,,,,,,
1993-12-22,1,4,ACT,テクノスジャパン,ダウンタウンスペシャルくにおくんの時代劇だよ全員集合！,"￥4,800","￥5,000代",0,,吉田晄浩,南波靖一郎(メインプログラマー)|大日方忠道(背景チェック担当)|松本康宏(メニュー周り担当)|森真一(ショップ周り担当),根立克行(キャラ担当)|東郷和代(背景担当),田崎寿子,,,
1993-12-22,1,3,ACT,ケムコ,ミッキーマウス5魔法のステッキ,"￥3,900","￥4,000代",0,,,,,,,,
1993-12-24,1,4,FTG,アクレイムジャパン,モータルコンバット神拳降臨伝説,"￥4,300","￥4,500代",0,,,,,,,,
1994-01-07,1,3,ACT,メサイヤ,バトルトード,"￥4,200","￥4,000代",0,,,クリス・スタンパー|マーク・ベターリッジ,ティム・スタンパー(英語版)|クリス・スタンパー(英語版)|ケヴィン・ベイリス,デビッド・ワイズ,,ジョエル・ホッホバーグ,
1994-01-14,1,3,ACT,アルトロン,トムとジェリーPART2,"￥4,500","￥4,500代",0,,,,,,,,
1994-01-21,1,5,ACT,任天堂,スーパーマリオランド3ワリオランド,"￥3,900","￥4,000代",159,,清武博二|細川豪彦,山中勝|小川譲|平野勲|香月良昇,清武博二|細川豪彦|杉野憲一,吉冨亮二|石川こずえ,,横井軍平,
1994-02-11,1,3,ACT,ヴァージン,スポットクールアドベンチャー,"￥4,200","￥4,000代",0,,,,,,,,
1994-02-11,1,3,ACT,ココナッツジャパンエンターテイメント,バーチャルウォーズ,"￥4,900","￥5,000代",0,,,,,ジョン・ワイマン,スティーヴン・キング|『芝刈り機の男』,,
1994-02-18,1,4,TBL,ハドソン,スーパー桃太郎電鉄2,"￥4,500","￥4,500代",0,,さくまあきら|飛田雅宏,青山光(青山公士),土居孝幸,関口和之,,浦敏治,
1994-02-18,1,3,PZL,光栄,ホイホイゲームボーイ版,"￥4,800","￥5,000代",0,,,,,,,,
1994-02-18,1,4,SPT,ジャレコ,武田修宏のエースストライカー,"￥4,900","￥5,000代",0,,,,,,,,
1994-02-25,1,3,STG,アクレイムジャパン,T-2ザ・アーケードゲーム,"￥3,890","￥4,000代",0,,,,,,,,
1994-03-03,1,4,ETC,バンダイ,ウェルカムなかよしパーク,"￥3,800","￥4,000代",0,,,,,,,,
1994-03-11,1,4,RPG,バンプレスト,ONI4鬼神の血族,"￥4,980","￥5,000代",0,,,,,,,,
1994-03-11,1,3,ACT,バンダイ,疾風！アイアンリーガー,"￥3,500","￥3,500代",0,,,,二宮常雄|大河原邦男|二宮常雄|本橋秀之,和田薫,矢立肇,,
1994-03-18,1,3,TBL,サミー工業,雀四郎2,"￥4,200","￥4,000代",0,,,,,,,,
1994-03-25,1,3,SPT,アクレイムジャパン,WWFキングオブザリング,"￥4,200","￥4,000代",0,,,,,,,,
1994-03-25,1,5,PZL,ビック東海,ルクル,"￥4,800","￥5,000代",0,,,,,,,,
1994-03-25,1,3,PZL,イマジニア,ロロの大冒険,"￥3,900","￥4,000代",0,,,,,,,,
1994-03-25,1,4,ACT,バンプレスト,剣勇伝説ヤイバ,"￥3,980","￥4,000代",0,,,,,,,,
1994-03-25,1,4,ACT,アイレム,大工の源さん～ロボット帝国の野望～,"￥3,800","￥4,000代",0,,,,,,,,
1994-03-25,1,3,PZL,エニックス,南国少年パプワくんガンマ団の野望,"￥3,900","￥4,000代",0,,,,,,,,
1994-03-26,1,3,ACT,バンダイ,クレヨンしんちゃん3オラのごきげんアスレチック,"￥3,500","￥3,500代",0,,,,,,,,
1994-04-01,1,3,ETC,タイトー,Mr.GOの馬券的中術,"￥5,900","￥6,000代",0,,,,,,,,
1994-04-02,1,3,SPT,EAV,Jリーグウィニングゴール,"￥5,980","￥6,000代",0,,,,,,,,
1994-04-08,1,2,TBL,イマジニア,詰め将棋～百番将棋～,"￥4,700","￥4,500代",0,,,,,,,,
1994-04-15,1,1,ACT,アテナ,モグラでポン！,"￥3,900","￥4,000代",0,,,,,,,,
1994-04-15,1,2,TBL,アイマックス,詰め将棋問題提供「将棋世界」,"￥4,700","￥4,500代",0,,,,,,,,
1994-04-22,1,4,ACT,ハドソン,GB原人ランドビバ！ちっくん王国,"￥3,800","￥4,000代",0,,大久保則雄,竹重英樹,松永智史|浦部勝彦,伊藤康広|田中達也,,宮本徳人,
1994-04-22,1,3,PZL,ココナッツジャパンエンターテイメント,パチ夫くんキャッスル,"￥3,980","￥4,000代",0,,,,,,,,
1994-04-22,1,4,PZL,ココナッツジャパンエンターテイメント,フィジェッツ,"￥4,300","￥4,500代",0,,,,,,,,
1994-04-22,1,4,RPG,カプコン,天地を喰らう,"￥4,600","￥4,500代",0,,,,,,,,
1994-04-22,1,4,ACT,エンジェル,美少女戦士セーラームーンR,"￥3,800","￥4,000代",0,,"佐藤順一 → 幾原邦彦 → 五十嵐卓哉",,"(※ 作画チーフ)|只野和子 → 伊藤郁子 → 爲我井克美",有澤孝紀,武内直子,,
1994-04-28,1,3,PZL,ビクターエンタテインメント,ノンタンといっしょくるくるぱずる,"￥3,900","￥4,000代",0,,,,,,,,
1994-04-29,1,4,ACT,サンソフト,ルーニー・トゥーンズそれゆけ！スピーディー・ゴンザレス,"￥3,900","￥4,000代",0,,,,,,,,
1994-05-27,1,4,PZL,テクノスジャパン,太陽の天使マーロー～お花畑は大パニック～,"￥3,900","￥4,000代",0,,,,,,,,
1994-06-03,1,4,RPG,トミー,幽☆遊☆白書第3弾魔界の扉編,"￥3,980","￥4,000代",0,,,,,,,,
1994-06-10,1,4,ETC,ヴィジット,ザ・心理ゲーム,"￥4,500","￥4,500代",0,,,,,,,,
1994-06-10,1,3,ETC,ココナッツジャパンエンターテイメント,パチスロキッズ2,"￥4,500","￥4,500代",0,,,,,,,,
1994-06-14,1,3,PZL,任天堂,テトリスフラッシュ,"￥2,900","￥3,000代",0,,山本雅央|山上仁志,,,高野充彦|上村みゆき,,横井軍平,
1994-06-14,1,5,ACT,任天堂,ドンキーコング,"￥3,900","￥4,000代",0,,宮本茂,"駒野目裕久|飯沼実|西田充裕|村田泰裕(AC) |中郷俊彦(FC)",宮本茂,兼岡行男,,山内溥|横井軍平(AC)|上村雅之(FC),
1994-06-17,1,3,SPT,ココナッツジャパンエンターテイメント,ワールドカップストライカー,"￥4,500","￥4,500代",0,,,,,,,,
1994-06-30,1,5,FTG,タカラ,熱闘サムライスピリッツ,"￥4,660","￥4,500代",0,,,,,,,,
1994-07-01,1,5,PZL,ホリ電気,ろっくん！もんすたぁ！！,"￥3,900","￥4,000代",0,,,,,,,,
1994-07-15,1,4,ACT,ビデオシステム,キテレツ大百科冒険大江戸ジュラ紀,"￥3,900","￥4,000代",0,,,,,,藤子・F・不二雄,,
1994-07-15,1,4,SPT,メサイヤ,全日本プロレスジェット,"￥4,880","￥5,000代",0,,石塚輝,川原英明|松田哲哉,えのもとじゅん|岩本紀彦,佐々木筑柴|森彰彦,,薮崎久也|石塚輝,
1994-07-22,1,5,ACT,カプコン,ロックマンワールド5,"￥3,800","￥4,000代",0,,,,稲船敬二,,,藤原得郎,
1994-07-29,1,3,ETC,サミー工業,GBパチスロ必勝法Jr.,"￥4,777","￥5,000代",0,,,,,,,,
1994-07-29,1,3,PZL,アクレイムジャパン,クリスティワールド,"￥3,980","￥4,000代",0,,,,,,,,
1994-07-29,1,4,ACT,バンダイ,ジャングルの王者ターちゃん,"￥3,980","￥4,000代",0,,,,工藤裕加|西野理恵,山田直毅|鈴木豪,,,
1994-07-29,1,4,ETC,アイマックス,パチスロワールドカップ'94,"￥4,500","￥4,500代",0,,,,,,,,
1994-07-29,1,3,SPT,サンソフト,ワールドカップUSA'94,"￥4,800","￥5,000代",0,,,,,,,,
1994-07-29,1,3,ETC,キングレコード,勝馬予想競馬貴族EX'94,"￥6,900","￥7,000代",0,,,,,,,,
1994-07-29,1,4,SPT,テクノスジャパン,熱血！ビーチバレーだよくにおくん,"￥3,800","￥4,000代",0,,,ストレートさとう,よこぺん|坪谷衛|大竹剛,澤和雄|ごとうなおき,,,
1994-07-29,1,5,FTG,タカラ,熱闘餓狼伝説2あらたなるたたかい,"￥4,660","￥4,500代",0,,,,,,,,
1994-07-31,1,4,PZL,バンプレスト,ぷよぷよ,"￥3,980","￥4,000代",0,,,,,,,,
1994-08-05,1,3,ETC,ビーアイ,3丁目のタマタマ＆フレンズ3丁目お化けパニック！！,"￥3,980","￥4,000代",0,,,,,,,,
1994-08-05,1,4,ACT,東宝・小学館プロダクション,ポコニャン！夢の大冒険,"￥4,300","￥4,500代",0,,,,,,,,
1994-08-10,1,4,ACT,ハドソン,ボンバーマンGB,"￥4,300","￥4,500代",0,,大久保則雄,緒方健次,大久保則雄|水野祥司,福田裕彦,,宮本徳人,
1994-08-11,1,4,SPT,バンダイ,TVアニメスラムダンクがけっぷちの決勝リーグ,"￥3,980","￥4,000代",0,,,,,,,,
1994-08-26,1,4,ACT,エンジェル,ウルトラマン超闘士激伝,"￥3,800","￥4,000代",0,,,,大平直樹|堀井敏之,,瑳川竜|栗原仁,,
1994-08-26,1,3,ACT,バンダイ,クレヨンしんちゃん4オラのいたずら大変身,"￥3,800","￥4,000代",0,,,,,,,,
1994-09-09,1,4,RPG,バンダイ,新SDガンダム外伝ナイトガンダム物語,"￥3,980","￥4,000代",0,,武藤仁,畠山慶輝,宮城嘉樹,J.SAITO,,稲垣浩文,
1994-09-16,1,3,SPT,バップ,スーパーストリートバスケットボール2,"￥4,800","￥5,000代",0,,,,,,,,
1994-09-16,1,2,ETC,ヴィジット,連対王,"￥5,500","￥5,500代",0,,,,,,,,
1994-09-22,1,4,TBL,バンダイ,とっても！ラッキーマンラッキークッキーみんな大好きー,"￥3,980","￥4,000代",0,,,,,,,,
1994-09-23,1,3,ACT,コナミ,魂斗羅スピリッツ,"￥3,800","￥4,000代",0,,中里伸也,八井田満|菅波秀幸,中里伸也|猿田雅之,柳沢美紀|安達昌宣|岩瀬立飛,,北上一三,
1994-09-30,1,2,TBL,ツクダオリジナル,オセロワールド,"￥3,900","￥4,000代",0,,,,,,,,
1994-09-30,1,3,ACT,アクレイムジャパン,バートのジャックと豆の木,"￥3,900","￥4,000代",0,,,,,,,,
1994-09-30,1,4,ACT,サンソフト,ルーニー・トゥーンズダフィー・ダック,"￥4,300","￥4,500代",0,,,,,,,,
1994-10-07,1,4,ETC,日本物産,本命ボーイ,"￥6,700","￥6,500代",0,,,,,,,,
1994-10-14,1,4,ETC,ヴィジット,ザ・心理ゲーム2大阪編,"￥4,500","￥4,500代",0,,,,,,,,
1994-10-19,1,3,TBL,魔法,詰め将棋神吉五段,"￥4,900","￥5,000代",0,,,,,,,,
1994-10-19,1,3,TBL,魔法,詰碁シリーズ1藤沢秀行名誉棋聖,"￥4,900","￥5,000代",0,,,,,,,,
1994-10-21,1,4,ACT,ハドソン,GB原人2,"￥3,980","￥4,000代",0,,赤羽仁,相原順子|荒居弘之,赤羽仁|青木コブ太,松前公高,,宮本徳人,
1994-10-28,1,4,ETC,ユタカ,TVチャンピオン,"￥3,980","￥4,000代",0,,,,,,,"桜井卓也|永井宏明|斎藤勇 ほか",
1994-10-28,1,2,TBL,アルトロン,チェスマスター,"￥4,500","￥4,500代",0,,,,,,,,
1994-10-28,1,5,RPG,トンキンハウス,マサカリ伝説金太郎RPG編,"￥4,660","￥4,500代",0,,,,,,,,
1994-10-28,1,3,ETC,アスミック,馬券王TV'94,"￥6,500","￥6,500代",0,,,,,,,,
1994-11-11,1,4,FTG,アクレイムジャパン,モータルコンバット2究極神拳,"￥4,200","￥4,000代",0,,,,,,,,
1994-11-18,1,4,TBL,日本物産,ニチブチマージャン吉本劇場,"￥4,800","￥5,000代",0,,,,,,,,
1994-11-18,1,3,ETC,イマジニア,携帯競馬エイトスペシャル,"￥6,900","￥7,000代",0,,,,,,,,
1994-11-25,1,3,ACT,コナミ,タイニートゥーンアドベンチャーズ3～ドキドキスポーツフェスティバル～,"￥3,800","￥4,000代",0,,,,,,,,
1994-11-25,1,4,RPG,バンダイ,ドラゴンボールZ悟空飛翔伝,"￥3,800","￥4,000代",0,,飯田和憲,きよのみつとし,鎌田政宏|宇野道夫|真野仁志|高屋敷哲,山田耕治,,磯貝健夫,
1994-11-25,1,3,ETC,ココナッツジャパンエンターテイメント,パチ夫くん2,"￥4,500","￥4,500代",0,,,,,,,,
1994-11-25,1,2,TBL,イマジニア,本将棋,"￥4,980","￥5,000代",0,,,,,,,,
1994-12-09,1,3,PZL,ナムコ,パックパニック,"￥3,500","￥3,500代",0,,見城こうじ,,,荒川美恵,,,
1994-12-09,1,4,FTG,トミー,幽☆遊☆白書第4弾魔界統一編,"￥3,980","￥4,000代",0,,,,,,,,
1994-12-16,1,5,ACT,ハドソン,桃太郎電劇2,"￥4,500","￥4,500代",0,,さくまあきら(総監督)|千葉達也(監督),,土居孝幸,吉田美智子,,,
1994-12-20,1,2,PZL,四次元,スーパースネーキー,"￥3,800","￥4,000代",0,,,,,,,,
1994-12-22,1,3,ACT,ベック,ウルトラマンボール,"￥3,800","￥4,000代",0,,,,,,,,
1994-12-22,1,4,TBL,ビック東海,トコロ'SまあじゃんJr.,"￥4,800","￥5,000代",0,,,,,,,,
1994-12-23,1,3,ACT,ココナッツジャパンエンターテイメント,インディージョーンズ最後の聖戦,"￥4,300","￥4,500代",0,,,,,ジョン・ウィリアムズ,ジェフリー・ボーム,,
1994-12-23,1,3,TBL,アテナ,プロ麻雀極GB,"￥4,900","￥5,000代",0,,,,,,,,
1994-12-23,1,4,TBL,魔法,将棋最強,"￥4,980","￥5,000代",0,,,,,,,,
1994-12-23,1,3,TBL,四次元,灘麻太朗のパワフル麻雀～次の一手100題～,"￥4,800","￥5,000代",0,,,,,,,,
1995-01-03,1,4,ACT,ナムコ,パックインタイム,"￥3,800","￥4,000代",0,,オリビエ・ゴゲル,アラン・ギュイ,シリル・フォンテーヌ|フランソワ・リマッソン,フレデリック・モット,,ティエリー・ロビン,
1995-01-13,1,4,RPG,カルチャーブレーン,スーパーチャイニーズランド3,"￥4,200","￥4,000代",0,,,,,,,,
1995-01-27,1,3,ETC,マジファクト,パチスロ必勝ガイドGB,"￥4,500","￥4,500代",0,,,,,,,,
1995-01-27,1,4,FTG,バンプレスト,バトルクラッシャー,"￥3,980","￥4,000代",0,,石谷浩二,,,富樫則彦,,下道隆,
1995-01-27,1,4,ETC,バンダイ,ママレード・ボーイ,"￥3,980","￥4,000代",0,,矢部秋則,,馬越嘉彦,奥慶一,,,
1995-02-24,1,5,FTG,タカラ,熱闘ワールドヒーローズ2JET,"￥4,660","￥4,500代",0,,,,,,,,
1995-03-03,1,3,TBL,トミー,UNO2スモールワールド,"￥3,800","￥4,000代",0,,,,,,,,
1995-03-03,1,5,RPG,アトラス,アナザ・バイブル,"￥5,500","￥5,500代",0,,,,,,,,
1995-03-03,1,4,SLG,エンジェル,ガメラ大怪獣空中決戦,"￥3,980","￥4,000代",0,,,,,大谷幸,伊藤和典,,
1995-03-14,1,4,PZL,任天堂,マリオのピクロス,"￥3,900","￥4,000代",0,,,,,,,石原恒和,
1995-03-17,1,4,SPT,アクレイムジャパン,NFLクォーターバッククラブ'95,"￥3,900","￥4,000代",0,,,,,,,,
1995-03-17,1,5,SPT,バンダイ,TVアニメスラムダンク2全国へのTIPPOFF,"￥4,200","￥4,000代",0,,,,,,,,
1995-03-17,1,3,PZL,BPS,スーパーボンブリス,"￥4,500","￥4,500代",0,,,,,,,,
